Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
Pyrocatechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N,MSMLS 20,110.03678,C6H6O2,111.0440604,128.0706004,133.0260004
6-Methylmercaptopurine,UIJIQXGRFSPYQW-UHFFFAOYSA-N,MSMLS 20,166.03132,C6H6N4S,167.0385984,184.0651384,189.0205384
10-Hydroxydecanoic acid,YJCJVMMDTBEITC-UHFFFAOYSA-N,MSMLS 21,188.14124,C10H20O3,189.1485255,206.1750655,211.1304655
2-Hydroxypyridine,UBQKCCHYAOITMY-UHFFFAOYSA-N,MSMLS 21,95.03711,C5H5NO,96.04439479,113.0709348,118.0263348
2-Oxobutanoic acid,TYEYBOSBBBHJIV-UHFFFAOYSA-N,MSMLS 21,102.03169,C4H6O3,103.0389751,120.0655151,125.0209151
3-(4-Hydroxyphenyl)Pyruvic acid,KKADPXVIOXHVKN-UHFFFAOYSA-N,MSMLS 21,180.04226,C9H8O4,181.0495397,198.0760797,203.0314797
"3,4-Dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,MSMLS 21,154.02661,C7H6O4,155.0338897,172.0604297,177.0158297
"3,4-Dihydroxyphenylacetic Acid",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,MSMLS 21,168.04226,C8H8O4,169.0495397,186.0760797,191.0314797
"3,5-Diiodo-L-Thyronine",VPNYHHBCMOYPCJ-UHFFFAOYSA-N,MSMLS 21,243.05316,C13H9NO4,244.0604388,261.0869788,266.0423788
3-Hydroxyanthranilic acid,WJXSWCUQABXPFS-UHFFFAOYSA-N,MSMLS 21,153.04259,C7H7NO3,154.0498741,171.0764141,176.0318141
Cortisol 21-Acetate,ALEXXDVDDISNDU-JZYPGELDSA-N,MSMLS 21,404.21989,C23H32O6,405.2271697,422.2537097,427.2091097
Didecanoyl-Glycerophosphocholine,FMSREUKSXAZODB-UHFFFAOYSA-N,MSMLS 21,267.05633,C15H10ClN3,268.063606,285.090146,290.045546
Ethylmalonic acid,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,MSMLS 21,132.04226,C5H8O4,133.0495397,150.0760797,155.0314797
Fumaric acid,VZCYOOQTPOCHFL-OWOJBTEDSA-N,MSMLS 21,116.01096,C4H4O4,117.0182396,134.0447796,139.0001796
Hexanoic acid,FUZZWVXGSFPDMH-UHFFFAOYSA-N,MSMLS 21,116.08373,C6H12O2,117.0910106,134.1175506,139.0729506
Hippuraric acid,QIAFMBKCNZACKA-UHFFFAOYSA-N,MSMLS 21,179.05824,C9H9NO3,180.0655242,197.0920642,202.0474642
Indole-3-Acetamide,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,MSMLS 21,174.07931,C10H10N2O,175.086594,192.113134,197.068534
Indole-3-Acetic acid,SEOVTRFCIGRIMH-UHFFFAOYSA-N,MSMLS 21,175.06333,C10H9NO2,176.0706095,193.0971495,198.0525495
Lipoamide,FCCDDURTIIUXBY-UHFFFAOYSA-N,MSMLS 21,205.05951,C8H15NOS2,206.0667875,223.0933275,228.0487275
Methyl Vanillic acid,BVWTXUYLKBHMOX-UHFFFAOYSA-N,MSMLS 21,182.05791,C9H10O4,183.0651898,200.0917298,205.0471298
Methylmalonic acid,ZIYVHBGGAOATLY-UHFFFAOYSA-N,MSMLS 21,118.02661,C4H6O4,119.0338897,136.0604297,141.0158297
N6-(Delta2-Isopentenyl)-Adenine,HYVABZIGRDEKCD-UHFFFAOYSA-N,MSMLS 21,203.1171,C10H13N5,204.1243764,221.1509164,226.1063164
"2,3-Diaminopropionic acid",PECYZEOJVXMISF-REOHCLBHSA-N,MSMLS 22,104.05858,C3H8N2O2,105.0658585,122.0923985,127.0477985
2-Aminophenol,CDAWCLOXVUBKRW-UHFFFAOYSA-N,MSMLS 22,109.05276,C6H7NO,110.0600448,127.0865848,132.0419848
2-Methylcitric acid,YNOXCRMFGMSKIJ-UHFFFAOYSA-N,MSMLS 22,206.04265,C7H10O7,207.0499337,224.0764737,229.0318737
2-Quinolinecarboxylic acid,LOAUVZALPPNFOQ-UHFFFAOYSA-N,MSMLS 22,173.04768,C10H7NO2,174.0549595,191.0814995,196.0368995
3-(2-Hydroxyphenyl)Propanoic acid,CJBDUOMQLFKVQC-UHFFFAOYSA-N,MSMLS 22,166.06299,C9H10O3,167.0702752,184.0968152,189.0522152
"3,4 Dihydroxymandelic acid",RGHMISIYKIHAJW-UHFFFAOYSA-N,MSMLS 22,184.03717,C8H8O5,185.0444544,202.0709944,207.0263944
3-Amino-4-Hydroxybenzoic acid,MRBKRZAPGUCWOS-UHFFFAOYSA-N,MSMLS 22,153.04259,C7H7NO3,154.0498741,171.0764141,176.0318141
3-Methoxytyramine,DIVQKHQLANKJQO-UHFFFAOYSA-N,MSMLS 22,167.09463,C9H13NO2,168.1019097,185.1284497,190.0838497
4-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,MSMLS 22,122.03678,C7H6O2,123.0440604,140.0706004,145.0260004
6-Carboxyhexanoic acid (Pimelic acid),WLJVNTCWHIRURA-UHFFFAOYSA-N,MSMLS 22,160.07356,C7H12O4,161.0808399,178.1073799,183.0627799
Benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,MSMLS 22,106.04186,C7H6O,107.0491458,124.0756858,129.0310858
Benzylamine,WGQKYBSKWIADBV-UHFFFAOYSA-N,MSMLS 22,107.0735,C7H9N,108.0807803,125.1073203,130.0627203
Beta-Glycerophosphate,DHCLVCXQIBBOPH-UHFFFAOYSA-N,MSMLS 22,172.01367,C3H9O6P,173.020956,190.047496,195.002896
Butanoic acid,FERIUCNNQQJTOY-UHFFFAOYSA-N,MSMLS 22,88.05243,C4H8O2,89.0597105,106.0862505,111.0416505
Dehydroascorbic acid,SBJKKFFYIZUCET-JLAZNSOCSA-N,MSMLS 22,174.01644,C6H6O6,175.0237189,192.0502589,197.0056589
Dihydrobiopterin,FEMXZDUTFRTWPE-DZSWIPIPSA-N,MSMLS 22,239.10184,C9H13N5O3,240.1091203,257.1356603,262.0910603
Glucose 1-Phosphate,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,MSMLS 22,260.02972,C6H13O9P,261.037,278.06354,283.01894
Indole-3-Pyruvic acid,RSTKLPZEZYGQPY-UHFFFAOYSA-N,MSMLS 22,203.05824,C11H9NO3,204.0655242,221.0920642,226.0474642
Pterin,HNXQXTQTPAJEJL-UHFFFAOYSA-N,MSMLS 22,163.04941,C6H5N5O,164.0566908,181.0832308,186.0386308
Serotonin,MDIGAZPGKJFIAH-UHFFFAOYSA-N,MSMLS 22,212.07164,C10H13ClN2O,213.0789217,230.1054617,235.0608617
"2,5-Dihydroxybenzoic acid",WXTMDXOMEHJXQO-UHFFFAOYSA-N,MSMLS 23,154.02661,C7H6O4,155.0338897,172.0604297,177.0158297
"2,6-Dihydroxypyridine",WLFXSECCHULRRO-UHFFFAOYSA-N,MSMLS 23,111.03203,C5H5NO2,112.0393094,129.0658494,134.0212494
2-Methylbutanal,BYGQBDHUGHBGMD-UHFFFAOYSA-N,MSMLS 23,86.07316,C5H10O,87.08044594,104.1069859,109.0623859
2-Methylglutaric acid,AQYCMVICBNBXNA-UHFFFAOYSA-N,MSMLS 23,146.05791,C6H10O4,147.0651898,164.0917298,169.0471298
3-Hydroxybenzoic acid,IJFXRHURBJZNAO-UHFFFAOYSA-N,MSMLS 23,138.03169,C7H6O3,139.0389751,156.0655151,161.0209151
3-Methyl-2-Oxovaleric acid,JVQYSWDUAOAHFM-UHFFFAOYSA-N,MSMLS 23,130.06299,C6H10O3,131.0702752,148.0968152,153.0522152
4-Quinolinecarboxylic acid,VQMSRUREDGBWKT-UHFFFAOYSA-N,MSMLS 23,173.04768,C10H7NO2,174.0549595,191.0814995,196.0368995
Azelic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,MSMLS 23,188.10486,C9H16O4,189.11214,206.13868,211.09408
Dethiobiotin,AUTOLBMXDDTRRT-UHFFFAOYSA-N,MSMLS 23,214.13174,C10H18N2O3,215.1390234,232.1655634,237.1209634
Diacetyl,QSJXEFYPDANLFS-UHFFFAOYSA-N,MSMLS 23,86.03678,C4H6O2,87.04406043,104.0706004,109.0260004
Hydrophenyllactic acid,JVGVDSSUAVXRDY-UHFFFAOYSA-N,MSMLS 23,182.05791,C9H10O4,183.0651898,200.0917298,205.0471298
Hydroquinone,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,MSMLS 23,110.03678,C6H6O2,111.0440604,128.0706004,133.0260004
Itaconic acid,LVHBHZANLOWSRM-UHFFFAOYSA-N,MSMLS 23,130.02661,C5H6O4,131.0338897,148.0604297,153.0158297
N-Acetylserotonin,MVAWJSIDNICKHF-UHFFFAOYSA-N,MSMLS 23,218.10553,C12H14N2O2,219.1128087,236.1393487,241.0947487
Oxoadipic acid,FGSBNBBHOZHUBO-UHFFFAOYSA-N,MSMLS 23,160.03717,C6H8O5,161.0444544,178.0709944,183.0263944
Phenylacetaldehyde,DTUQWGWMVIHBKE-UHFFFAOYSA-N,MSMLS 23,120.05751,C8H8O,121.0647959,138.0913359,143.0467359
Porphobilinogen,QSHWIQZFGQKFMA-UHFFFAOYSA-N,MSMLS 23,226.09536,C10H14N2O4,227.1026379,244.1291779,249.0845779
Psicose,LKDRXBCSQODPBY-JDJSBBGDSA-N,MSMLS 23,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Pyruvic acid,LCTONWCANYUPML-UHFFFAOYSA-N,MSMLS 23,88.01604,C3H4O3,89.02332499,106.049865,111.005265
Trans-Cinnamaldehyde,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,MSMLS 23,132.05751,C9H8O,133.0647959,150.0913359,155.0467359
1-Phenylethanol,WAPNOHKVXSQRPX-ZETCQYMHSA-N,MSMLS 24,122.07316,C8H10O,123.0804459,140.1069859,145.0623859
"2',4'-Dihydroxyacetophenone",IAOZJIPTCAWIRG-QWRGUYRKSA-N,MSMLS 24,294.12157,C14H18N2O5,295.1288527,312.1553927,317.1107927
2-Methylmaleic acid,HNEGQIOMVPPMNR-IHWYPQMZSA-N,MSMLS 24,130.02661,C5H6O4,131.0338897,148.0604297,153.0158297
"3-Alpha,11-Beta,17,21-Tetrahydroxy- 5-Beta-Pregnan-20-One",AODPIQQILQLWGS-GXBDJPPSSA-N,MSMLS 24,366.24062,C21H34O5,367.2479052,384.2744452,389.2298452
3-Methoxy-4-Hydroxymandelic acid,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,MSMLS 24,198.05282,C9H10O5,199.0601044,216.0866444,221.0420444
Adipic acid,WNLRTRBMVRJNCN-UHFFFAOYSA-N,MSMLS 24,146.05791,C6H10O4,147.0651898,164.0917298,169.0471298
Benzyl Alcohol,WVDDGKGOMKODPV-UHFFFAOYSA-N,MSMLS 24,108.05751,C7H8O,109.0647959,126.0913359,131.0467359
Ethyl 3-Indoleacetate,HUDBDWIQSIGUDI-UHFFFAOYSA-N,MSMLS 24,203.09463,C12H13NO2,204.1019097,221.1284497,226.0838497
Geranyl-PP,GVVPGTZRZFNKDS-JXMROGBWSA-N,MSMLS 24,314.06843,C10H20O7P2,315.075708,332.102248,337.057648
Homovanillic acid,QRMZSPFSDQBLIX-UHFFFAOYSA-N,MSMLS 24,182.05791,C9H10O4,183.0651898,200.0917298,205.0471298
Indole-3-Methyl Acetic acid,KTHADMDGDNYQRX-UHFFFAOYSA-N,MSMLS 24,189.07898,C11H11NO2,190.0862596,207.1127996,212.0681996
Methyl Acetoacetic acid,WRQNANDWMGAFTP-UHFFFAOYSA-N,MSMLS 24,116.04734,C5H8O3,117.0546251,134.0811651,139.0365651
Mevalonic acid,KJTLQQUUPVSXIM-ZCFIWIBFSA-M,MSMLS 24,147.06628,C6H11O4,148.0730148,165.0995548,170.0549548
N-Acetylleucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,MSMLS 24,173.10519,C8H15NO3,174.1124743,191.1390143,196.0944143
Oxoglutaric acid,YBGBJYVHJTVUSL-UHFFFAOYSA-L,MSMLS 24,189.98541,C5H4Na2O5,190.9926928,208.0192328,212.9746328
Salicylamide,SKZKKFZAGNVIMN-UHFFFAOYSA-N,MSMLS 24,137.04768,C7H7NO2,138.0549595,155.0814995,160.0368995
Salsolinol,IBRKLUSXDYATLG-UHFFFAOYSA-O,MSMLS 24,180.10191,C10H14NO2,181.1097347,198.1362747,203.0916747
Sorbose,LKDRXBCSQODPBY-BGPJRJDNSA-N,MSMLS 24,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Suberic acid,TYFQFVWCELRYAO-UHFFFAOYSA-N,MSMLS 24,174.08921,C8H14O4,175.0964899,192.1230299,197.0784299
Vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,MSMLS 24,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
3-Hydroxyphenylacetic acid,FVMDYYGIDFPZAX-UHFFFAOYSA-N,MSMLS 25,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
3-Methyl-2-Oxindole,BBZCPUCZKLTAJQ-UHFFFAOYSA-N,MSMLS 25,147.06841,C9H9NO,148.0756949,165.1022349,170.0576349
3-Methyladenine,FSASIHFSFGAIJM-UHFFFAOYSA-N,MSMLS 25,149.07015,C6H7N5,150.0774262,167.1039662,172.0593662
4-Hydroxy-3-Methoxyphenylglycol,FBWPWWWZWKPJFL-UHFFFAOYSA-N,MSMLS 25,184.07356,C9H12O4,185.0808399,202.1073799,207.0627799
4-Methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,MSMLS 25,124.05243,C7H8O2,125.0597105,142.0862505,147.0416505
5-Hydroxyindoleacetic acid,DUUGKQCEGZLZNO-UHFFFAOYSA-N,MSMLS 25,191.05824,C10H9NO3,192.0655242,209.0920642,214.0474642
Allose,WQZGKKKJIJFFOK-UHFFFAOYSA-N,MSMLS 25,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,MSMLS 25,244.08816,C10H16N2O3S,245.0954446,262.1219846,267.0773846
Homogentisic acid,IGMNYECMUMZDDF-UHFFFAOYSA-N,MSMLS 25,168.04226,C8H8O4,169.0495397,186.0760797,191.0314797
Hydrophenyllactic acid,JVGVDSSUAVXRDY-UHFFFAOYSA-N,MSMLS 25,182.05791,C9H10O4,183.0651898,200.0917298,205.0471298
Indoleacetaldehyde,WYKPCRCESPDDQX-UHFFFAOYSA-M,MSMLS 25,263.02282,C10H10NNaO4S,264.0301043,281.0566443,286.0120443
Melibiose,DLRVVLDZNNYCBX-ABXHMFFYSA-N,MSMLS 25,342.11621,C12H22O11,343.1234925,360.1500325,365.1054325
Mercaptopyruvic acid,OJOLFAIGOXZBCI-UHFFFAOYSA-N,MSMLS 25,119.98811,C3H4O3S,120.9953962,138.0219362,142.9773362
Monomethylglutaric acid,IBMRTYCHDPMBFN-UHFFFAOYSA-N,MSMLS 25,146.05791,C6H10O4,147.0651898,164.0917298,169.0471298
"N,N-Dimethyl-1,4-Phenylenediamine",BZORFPDSXLZWJF-UHFFFAOYSA-N,MSMLS 25,136.10005,C8H12N2,137.1073294,154.1338694,159.0892694
Pyridoxal,RADKZDMFGJYCBB-UHFFFAOYSA-N,MSMLS 25,167.05824,C8H9NO3,168.0655242,185.0920642,190.0474642
Pyrrole -2-Carboxylic Acid,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,MSMLS 25,111.03203,C5H5NO2,112.0393094,129.0658494,134.0212494
Pyruvic Aldehyde,AIJULSRZWUXGPQ-UHFFFAOYSA-N,MSMLS 25,72.02113,C3H4O2,73.02841037,90.05495037,95.01035037
Salicylic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,MSMLS 25,138.03169,C7H6O3,139.0389751,156.0655151,161.0209151
Sebacic acid,CXMXRPHRNRROMY-UHFFFAOYSA-N,MSMLS 25,202.12051,C10H18O4,203.1277901,220.1543301,225.1097301
3-Methylglutaconic acid,WKRBKYFIJPGYQC-DUXPYHPUSA-N,MSMLS 26,144.04226,C6H8O4,145.0495397,162.0760797,167.0314797
4-Coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,MSMLS 26,164.04734,C9H8O3,165.0546251,182.0811651,187.0365651
Acetoacetic acid,WDJHALXBUFZDSR-UHFFFAOYSA-N,MSMLS 26,102.03169,C4H6O3,103.0389751,120.0655151,125.0209151
Acetylphosphate,LIPOUNRJVLNBCD-UHFFFAOYSA-N,MSMLS 26,139.98746,C2H5O5P,140.9947413,158.0212813,162.9766813
Caprylic acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,MSMLS 26,144.11503,C8H16O2,145.1223108,162.1488508,167.1042508
D-Pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,MSMLS 26,194.07904,C7H14O6,195.0863192,212.1128592,217.0682592
Estradiol-17Alpha,VOXZDWNPVJITMN-SFFUCWETSA-N,MSMLS 26,272.17763,C18H24O2,273.184911,290.211451,295.166851
L-Gulonolactone,SXZYCXMUPBBULW-LECHCGJUSA-N,MSMLS 26,178.04774,C6H10O6,179.055019,196.081559,201.036959
Lyxose,SRBFZHDQGSBBOR-STGXQOJASA-N,MSMLS 26,150.05282,C5H10O5,151.0601044,168.0866444,173.0420444
Mannitol,FBPFZTCFMRRESA-KVTDHHQDSA-N,MSMLS 26,182.07904,C6H14O6,183.0863192,200.1128592,205.0682592
Nonanoic acid,FBUKVWPVBMHYJY-UHFFFAOYSA-N,MSMLS 26,158.13068,C9H18O2,159.1379608,176.1645008,181.1199008
Palatinose,XZKUCJJNNDINKX-HGLHLWFZSA-N,MSMLS 26,360.12678,C12H24O12,361.1340572,378.1605972,383.1159972
Petroselinic acid,CNVZJPUDSLNTQU-SEYXRHQNSA-M,MSMLS 26,281.2486,C18H33O2,282.2553363,299.2818763,304.2372763
Resorcinol Monoacetate,ZZPKZRHERLGEKA-UHFFFAOYSA-N,MSMLS 26,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
Ribitol,HEBKCHPVOIAQTA-ZXFHETKHSA-N,MSMLS 26,152.06847,C5H12O5,153.0757545,170.1022945,175.0576945
Squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,MSMLS 26,410.39125,C30H50,411.3985326,428.4250726,433.3804726
Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,MSMLS 26,342.11621,C12H22O11,343.1234925,360.1500325,365.1054325
Tagatose,BJHIKXHVCXFQLS-PQLUHFTBSA-N,MSMLS 26,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Ursodeoxycholic acid,RUDATBOHQWOJDD-UZVSRGJWSA-N,MSMLS 26,392.29266,C24H40O4,393.2999408,410.3264808,415.2818808
Vitamin D2,MECHNRXZTMCUDQ-RKHKHRCZSA-N,MSMLS 26,396.33922,C28H44O,397.346497,414.373037,419.328437
Arabitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,MSMLS 27,152.06847,C5H12O5,153.0757545,170.1022945,175.0576945
Chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,MSMLS 27,392.29266,C24H40O4,393.2999408,410.3264808,415.2818808
Cholesteryl Oleate,RJECHNNFRHZQKU-RMUVNZEASA-N,MSMLS 27,650.60018,C45H78O2,651.6074628,668.6340028,673.5894028
Corticosterone,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,MSMLS 27,346.21441,C21H30O4,347.2216904,364.2482304,369.2036304
Dipalmitoylglycerol,JEJLGIQLPYYGEE-XIFFEERXSA-N,MSMLS 27,568.50668,C35H68O5,569.5139563,586.5404963,591.4958963
Elaidic acid,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,MSMLS 27,282.25588,C18H34O2,283.2631613,300.2897013,305.2451013
Glyceryl Tripalmitate,PVNIQBQSYATKKL-UHFFFAOYSA-N,MSMLS 27,806.73634,C51H98O6,807.7436219,824.7701619,829.7255619
Heptanoic acid,MNWFXJYAOYHMED-UHFFFAOYSA-N,MSMLS 27,130.09938,C7H14O2,131.1066607,148.1332007,153.0886007
Lithocholic acid,SMEROWZSTRWXGI-HVATVPOCSA-N,MSMLS 27,376.29775,C24H40O3,377.3050261,394.3315661,399.2869661
Taurolithocholic acid,QBYUNVOYXHFVKC-GBURMNQMSA-N,MSMLS 27,483.30184,C26H45NO5S,484.3091257,501.3356657,506.2910657
Maltose,GUBGYTABKSRVRQ-QUYVBRFLSA-N,MSMLS 27,342.11621,C12H22O11,343.1234925,360.1500325,365.1054325
Menaquinone,DKHGMERMDICWDU-GHDNBGIDSA-N,MSMLS 27,444.30283,C31H40O2,445.3101115,462.3366515,467.2920515
Myoinositol,CDAISMWEOUEBRE-GPIVLXJGSA-N,MSMLS 27,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Tetradecanoic acid,TUNFSRHWOTWDNC-UHFFFAOYSA-N,MSMLS 27,228.20893,C14H28O2,229.2162111,246.2427511,251.1981511
Palmitoleic acid,SECPZKHBENQXJG-FPLPWBNLSA-N,MSMLS 27,254.22458,C16H30O2,255.2318612,272.2584012,277.2138012
Protoporphyrin,ZCFFYALKHPIRKJ-UHFFFAOYSA-N,MSMLS 27,562.25801,C34H34N4O4,563.2652866,580.2918266,585.2472266
Retinol,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,MSMLS 27,286.22967,C20H30O,287.2369466,304.2634866,309.2188866
Rosmarinic acid,DOUMFZQKYFQNTF-WUTVXBCWSA-N,MSMLS 27,360.08452,C18H16O8,361.0917985,378.1183385,383.0737385
Sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,MSMLS 27,182.07904,C6H14O6,183.0863192,200.1128592,205.0682592
Xylose,SRBFZHDQGSBBOR-IOVATXLUSA-N,MSMLS 27,150.05282,C5H10O5,151.0601044,168.0866444,173.0420444
7-Dehydrocholesterol,UCTLRSWJYQTBFZ-DDPQNLDTSA-N,MSMLS 28,384.33922,C27H44O,385.346497,402.373037,407.328437
Arachidic acid,VKOBVWXKNCXXDE-UHFFFAOYSA-N,MSMLS 28,312.30283,C20H40O2,313.3101115,330.3366515,335.2920515
Cellobiose,GUBGYTABKSRVRQ-QRZGKKJRSA-N,MSMLS 28,342.11621,C12H22O11,343.1234925,360.1500325,365.1054325
Cortexolone,WHBHBVVOGNECLV-OBQKJFGGSA-N,MSMLS 28,346.21441,C21H30O4,347.2216904,364.2482304,369.2036304
Deoxycholic acid,FHHPUSMSKHSNKW-SMOYURAASA-M,MSMLS 28,414.2746,C24H39NaO4,415.281885,432.308425,437.263825
Eicosapentaenoic acid,JAZBEHYOTPTENJ-JLNKQSITSA-N,MSMLS 28,302.22458,C20H30O2,303.2318612,320.2584012,325.2138012
Erucic acid (13Z-Docosenoic Acid),DPUOLQHDNGRHBS-KTKRTIGZSA-N,MSMLS 28,338.31848,C22H42O2,339.3257616,356.3523016,361.3077016
Glyceryl Trimyristate,DUXYWXYOBMKGIN-UHFFFAOYSA-N,MSMLS 28,722.64244,C45H86O6,723.6497215,740.6762615,745.6316615
Heptadecanoic acid,KEMQGTRYUADPNZ-UHFFFAOYSA-N,MSMLS 28,270.25588,C17H34O2,271.2631613,288.2897013,293.2451013
Ketoleucine (2-Ketoisocaproic acid),BKAJNAXTPSGJCU-UHFFFAOYSA-N,MSMLS 28,130.06299,C6H10O3,131.0702752,148.0968152,153.0522152
Lanosterol,CAHGCLMLTWQZNJ-BQNIITSRSA-N,MSMLS 28,426.38617,C30H50O,427.3934472,444.4199872,449.3753872
Lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,MSMLS 28,200.17763,C12H24O2,201.184911,218.211451,223.166851
Linoleic acid,OYHQOLUKZRVURQ-HZJYTTRNSA-N,MSMLS 28,280.24023,C18H32O2,281.2475113,298.2740513,303.2294513
Liothyronine,IRGJMZGKFAPCCR-LTCKWSDVSA-M,MSMLS 28,690.78256,C15H13I3NNaO5,691.7898385,708.8163785,713.7717785
Mannose,WQZGKKKJIJFFOK-QTVWNMPRSA-N,MSMLS 28,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,MSMLS 28,256.24023,C16H32O2,257.2475113,274.2740513,279.2294513
Ribose,HMFHBZSHGGEWLO-SOOFDHNKSA-N,MSMLS 28,150.05282,C5H10O5,151.0601044,168.0866444,173.0420444
Sphinganine,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,MSMLS 28,301.29808,C18H39NO2,302.3053605,319.3319005,324.2873005
Sphingomyelin,LRYZPFWEZHSTHD-HEFFAWAOSA-O,MSMLS 28,493.3401,C24H50N2O6P,494.3479303,511.3744703,516.3298703
Xylitol,HEBKCHPVOIAQTA-SCDXWVJYSA-N,MSMLS 28,152.06847,C5H12O5,153.0757545,170.1022945,175.0576945
1-Hydroxy-2-Naphthoic acid,SJJCQDRGABAVBB-UHFFFAOYSA-N,MSMLS 29,188.04734,C11H8O3,189.0546251,206.0811651,211.0365651
2-Undecanone,KYWIYKKSMDLRDC-UHFFFAOYSA-N,MSMLS 29,170.16707,C11H22O,171.1743463,188.2008863,193.1562863
"5,6 - Dimethylbenzimidazole",LJUQGASMPRMWIW-UHFFFAOYSA-N,MSMLS 29,146.0844,C9H10N2,147.0916793,164.1182193,169.0736193
Alpha-D-Glucose,WQZGKKKJIJFFOK-DVKNGEFBSA-N,MSMLS 29,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Bis(2-Ethylhexyl)Phthalate,BJQHLKABXJIVAM-UHFFFAOYSA-N,MSMLS 29,390.27701,C24H38O4,391.2842907,408.3108307,413.2662307
Cholesteryl Palmitate,BBJQPKLGPMQWBU-JADYGXMDSA-N,MSMLS 29,624.58453,C43H76O2,625.5918127,642.6183527,647.5737527
Cholic acid,BHQCQFFYRZLCQQ-OELDTZBJSA-N,MSMLS 29,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
Diethyl 2-Methyl-3-Oxosuccinic acid,OQOCQBJWOCRPQY-UHFFFAOYSA-N,MSMLS 29,202.08412,C9H14O5,203.0914045,220.1179445,225.0733445
Dipalmitoyl-Phosphatidylcholine,CITHEXJVPOWHKC-UHFFFAOYSA-N,MSMLS 29,677.49955,C36H72NO8P,678.5068363,695.5333763,700.4887763
Docosahexaenoic acid,MBMBGCFOFBJSGT-KUBAVDMBSA-N,MSMLS 29,328.24023,C22H32O2,329.2475113,346.2740513,351.2294513
Gamma-Linolenic acid,VZCCETWTMQHEPK-QNEBEIHSSA-M,MSMLS 29,277.2173,C18H29O2,278.2240362,295.2505762,300.2059762
Hexadecanol,BXWNKGSJHAJOGX-UHFFFAOYSA-N,MSMLS 29,242.26097,C16H34O,243.2682467,260.2947867,265.2501867
Indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N,MSMLS 29,117.05785,C8H7N,118.0651302,135.0916702,140.0470702
Methyl Jasmonic acid,GEWDNTWNSAZUDX-SNAWJCMRSA-N,MSMLS 29,224.14124,C13H20O3,225.1485255,242.1750655,247.1304655
Omega-Hydroxydodecanoic acid,ZDHCZVWCTKTBRY-UHFFFAOYSA-N,MSMLS 29,216.17254,C12H24O3,217.1798256,234.2063656,239.1617656
Phylloquinone,MBWXNTAXLNYFJB-LKUDQCMESA-N,MSMLS 29,450.34978,C31H46O2,451.3570617,468.3836017,473.3390017
Quinoline,SMWDFEZZVXVKRB-UHFFFAOYSA-N,MSMLS 29,129.05785,C9H7N,130.0651302,147.0916702,152.0470702
Retinoic acid,SHGAZHPCJJPHSC-YCNIQYBTSA-N,MSMLS 29,300.20893,C20H28O2,301.2162111,318.2427511,323.1981511
